SEQUENCE,CLASSIFICATION
SRR20766474.15891.1,Non-viral
SRR20766474.15892.1,Non-viral
SRR20766474.15898.1,Non-viral
SRR20766474.15900.1,Non-viral
SRR20766474.15906.1,Non-viral
SRR20766474.15909.1,Non-viral
SRR20766474.15913.1,Non-viral
SRR20766474.15914.1,Non-viral
SRR20766474.15916.1,Non-viral
SRR20766474.15918.1,Non-viral
SRR20766474.15920.1,Non-viral
SRR20766474.15921.1,Non-viral
SRR20766474.15923.1,Non-viral
SRR20766474.15928.1,Non-viral
SRR20766474.15929.1,Non-viral
SRR20766474.15931.1,Non-viral
SRR20766474.15932.1,Non-viral
SRR20766474.15936.1,Non-viral
SRR20766474.15941.1,Non-viral
SRR20766474.15943.1,Non-viral
SRR20766474.15950.1,Non-viral
SRR20766474.15954.1,Non-viral
SRR20766474.15955.1,Non-viral
SRR20766474.15956.1,Non-viral
SRR20766474.15958.1,Non-viral
SRR20766474.15964.1,Non-viral
SRR20766474.15965.1,Non-viral
SRR20766474.15968.1,Non-viral
SRR20766474.15969.1,Non-viral
SRR20766474.15973.1,Non-viral
SRR20766474.15981.1,Non-viral
SRR20766474.15993.1,Non-viral
SRR20766474.16002.1,Non-viral
SRR20766474.16003.1,Non-viral
SRR20766474.16005.1,Non-viral
SRR20766474.16007.1,Non-viral
SRR20766474.16016.1,Non-viral
SRR20766474.16019.1,Non-viral
SRR20766474.16021.1,Non-viral
SRR20766474.16022.1,Non-viral
SRR20766474.16024.1,Non-viral
SRR20766474.16028.1,Non-viral
SRR20766474.16029.1,Non-viral
SRR20766474.16030.1,Non-viral
SRR20766474.16038.1,Non-viral
SRR20766474.16039.1,Non-viral
SRR20766474.16040.1,Non-viral
SRR20766474.16042.1,Non-viral
SRR20766474.16043.1,Non-viral
SRR20766474.16044.1,Non-viral
SRR20766474.16048.1,Non-viral
SRR20766474.16049.1,Non-viral
SRR20766474.16055.1,Non-viral
SRR20766474.16056.1,Non-viral
SRR20766474.16060.1,Non-viral
SRR20766474.16061.1,Non-viral
SRR20766474.16065.1,Non-viral
SRR20766474.16072.1,Non-viral
SRR20766474.16073.1,Non-viral
SRR20766474.16076.1,Non-viral
SRR20766474.16077.1,Non-viral
SRR20766474.16079.1,Non-viral
SRR20766474.16081.1,Non-viral
SRR20766474.16082.1,Non-viral
SRR20766474.16083.1,Non-viral
SRR20766474.16088.1,Non-viral
SRR20766474.16091.1,Non-viral
SRR20766474.16095.1,Non-viral
SRR20766474.16096.1,Non-viral
SRR20766474.16100.1,Non-viral
SRR20766474.16102.1,Non-viral
SRR20766474.16107.1,Non-viral
SRR20766474.16113.1,Non-viral
SRR20766474.16114.1,Non-viral
SRR20766474.16117.1,Non-viral
SRR20766474.16121.1,Non-viral
SRR20766474.16123.1,Non-viral
SRR20766474.16125.1,Non-viral
SRR20766474.16126.1,Non-viral
SRR20766474.16132.1,Non-viral
SRR20766474.16137.1,Non-viral
SRR20766474.16138.1,Non-viral
SRR20766474.16140.1,Non-viral
SRR20766474.16155.1,Non-viral
SRR20766474.16170.1,Non-viral
SRR20766474.16172.1,Non-viral
SRR20766474.16174.1,Non-viral
SRR20766474.16176.1,Non-viral
SRR20766474.16180.1,Non-viral
SRR20766474.16181.1,Non-viral
SRR20766474.16186.1,Non-viral
SRR20766474.16190.1,Non-viral
SRR20766474.16191.1,Non-viral
SRR20766474.16198.1,Non-viral
SRR20766474.16199.1,Non-viral
SRR20766474.16201.1,Non-viral
SRR20766474.16203.1,Non-viral
SRR20766474.16204.1,Non-viral
SRR20766474.16212.1,Non-viral
SRR20766474.16214.1,Non-viral
SRR20766474.16220.1,Non-viral
SRR20766474.16221.1,Non-viral
SRR20766474.16224.1,Non-viral
SRR20766474.16225.1,Non-viral
SRR20766474.16227.1,Non-viral
SRR20766474.16232.1,Non-viral
SRR20766474.16234.1,Non-viral
SRR20766474.16236.1,Non-viral
SRR20766474.16240.1,Non-viral
SRR20766474.16242.1,Non-viral
SRR20766474.16245.1,Non-viral
SRR20766474.16247.1,Non-viral
SRR20766474.16252.1,Non-viral
SRR20766474.16255.1,Non-viral
SRR20766474.16259.1,Non-viral
SRR20766474.16264.1,Non-viral
SRR20766474.16266.1,Non-viral
SRR20766474.16268.1,Non-viral
SRR20766474.16272.1,Non-viral
SRR20766474.16274.1,Non-viral
SRR20766474.16278.1,Non-viral
SRR20766474.16282.1,Non-viral
SRR20766474.16283.1,Non-viral
SRR20766474.16294.1,Non-viral
SRR20766474.16296.1,Non-viral
SRR20766474.16301.1,Non-viral
SRR20766474.16303.1,Non-viral
SRR20766474.16306.1,Non-viral
SRR20766474.16310.1,Non-viral
SRR20766474.16324.1,Non-viral
SRR20766474.16326.1,Non-viral
SRR20766474.16328.1,Non-viral
SRR20766474.16330.1,Non-viral
SRR20766474.16331.1,Non-viral
SRR20766474.16332.1,Non-viral
SRR20766474.16336.1,Non-viral
SRR20766474.16339.1,Non-viral
SRR20766474.16347.1,Non-viral
SRR20766474.16353.1,Non-viral
SRR20766474.16354.1,Non-viral
SRR20766474.16362.1,Non-viral
SRR20766474.16363.1,Non-viral
SRR20766474.16367.1,Non-viral
SRR20766474.16368.1,Non-viral
SRR20766474.16371.1,Non-viral
SRR20766474.16372.1,Non-viral
SRR20766474.16373.1,Non-viral
SRR20766474.16376.1,Non-viral
SRR20766474.16381.1,Non-viral
SRR20766474.16387.1,Non-viral
SRR20766474.16388.1,Non-viral
SRR20766474.16394.1,Non-viral
SRR20766474.16396.1,Non-viral
SRR20766474.16398.1,Non-viral
SRR20766474.16399.1,Non-viral
SRR20766474.16402.1,Non-viral
SRR20766474.16407.1,Non-viral
SRR20766474.16408.1,Non-viral
SRR20766474.16411.1,Non-viral
SRR20766474.16413.1,Non-viral
SRR20766474.16416.1,Non-viral
SRR20766474.16418.1,Non-viral
SRR20766474.16427.1,Non-viral
SRR20766474.16428.1,Non-viral
SRR20766474.16432.1,Non-viral
SRR20766474.16434.1,Non-viral
SRR20766474.16435.1,Non-viral
SRR20766474.16436.1,Non-viral
SRR20766474.16437.1,Non-viral
SRR20766474.16440.1,Non-viral
SRR20766474.16441.1,Non-viral
SRR20766474.16447.1,Non-viral
SRR20766474.16448.1,Non-viral
SRR20766474.16449.1,Non-viral
SRR20766474.16453.1,Non-viral
SRR20766474.16455.1,Non-viral
SRR20766474.16460.1,Non-viral
SRR20766474.16461.1,Non-viral
SRR20766474.16464.1,Non-viral
SRR20766474.16468.1,Non-viral
SRR20766474.16470.1,Non-viral
SRR20766474.16471.1,Non-viral
SRR20766474.16478.1,Non-viral
SRR20766474.16481.1,Non-viral
SRR20766474.16488.1,Non-viral
SRR20766474.16492.1,Non-viral
SRR20766474.16493.1,Non-viral
SRR20766474.16494.1,Non-viral
SRR20766474.16495.1,Non-viral
SRR20766474.16496.1,Non-viral
SRR20766474.16499.1,Non-viral
SRR20766474.16502.1,Non-viral
SRR20766474.16503.1,Non-viral
SRR20766474.16504.1,Non-viral
SRR20766474.16508.1,Non-viral
SRR20766474.16509.1,Non-viral
SRR20766474.16510.1,Non-viral
SRR20766474.16511.1,Non-viral
SRR20766474.16512.1,Non-viral
SRR20766474.16514.1,Non-viral
SRR20766474.16515.1,Non-viral
SRR20766474.16516.1,Non-viral
SRR20766474.16519.1,Non-viral
SRR20766474.16520.1,Non-viral
SRR20766474.16523.1,Non-viral
SRR20766474.16525.1,Non-viral
SRR20766474.16529.1,Non-viral
SRR20766474.16530.1,Non-viral
SRR20766474.16533.1,Non-viral
SRR20766474.16538.1,Non-viral
SRR20766474.16541.1,Non-viral
SRR20766474.16547.1,Non-viral
SRR20766474.16549.1,Non-viral
SRR20766474.16552.1,Non-viral
SRR20766474.16554.1,Non-viral
SRR20766474.16555.1,Non-viral
SRR20766474.16557.1,Non-viral
SRR20766474.16558.1,Non-viral
SRR20766474.16560.1,Non-viral
SRR20766474.16561.1,Non-viral
SRR20766474.16562.1,Non-viral
SRR20766474.16563.1,Non-viral
SRR20766474.16564.1,Non-viral
SRR20766474.16566.1,Non-viral
SRR20766474.16568.1,Non-viral
SRR20766474.16573.1,Non-viral
SRR20766474.16578.1,Non-viral
SRR20766474.16580.1,Non-viral
SRR20766474.16582.1,Non-viral
SRR20766474.16583.1,Non-viral
SRR20766474.16585.1,Non-viral
SRR20766474.16586.1,Non-viral
SRR20766474.16587.1,Non-viral
SRR20766474.16589.1,Non-viral
SRR20766474.16590.1,Non-viral
SRR20766474.16592.1,Non-viral
SRR20766474.16596.1,Non-viral
SRR20766474.16598.1,Non-viral
SRR20766474.16607.1,Non-viral
SRR20766474.16609.1,Non-viral
SRR20766474.16616.1,Non-viral
SRR20766474.16620.1,Non-viral
SRR20766474.16621.1,Non-viral
SRR20766474.16622.1,Non-viral
SRR20766474.16624.1,Non-viral
SRR20766474.16630.1,Non-viral
SRR20766474.16631.1,Non-viral
SRR20766474.16638.1,Non-viral
SRR20766474.16639.1,Non-viral
SRR20766474.16642.1,Non-viral
SRR20766474.16643.1,Non-viral
SRR20766474.16644.1,Non-viral
SRR20766474.16656.1,Non-viral
SRR20766474.16657.1,Non-viral
SRR20766474.16660.1,Non-viral
SRR20766474.16661.1,Non-viral
SRR20766474.16664.1,Non-viral
SRR20766474.16667.1,Non-viral
SRR20766474.16669.1,Non-viral
SRR20766474.16670.1,Non-viral
SRR20766474.16673.1,Non-viral
SRR20766474.16677.1,Non-viral
SRR20766474.16679.1,Non-viral
SRR20766474.16680.1,Non-viral
SRR20766474.16681.1,Non-viral
SRR20766474.16684.1,Non-viral
SRR20766474.16686.1,Non-viral
SRR20766474.16691.1,Non-viral
SRR20766474.16693.1,Non-viral
SRR20766474.16694.1,Non-viral
SRR20766474.16695.1,Non-viral
SRR20766474.16698.1,Non-viral
SRR20766474.16700.1,Non-viral
SRR20766474.16701.1,Non-viral
SRR20766474.16702.1,Non-viral
SRR20766474.16710.1,Non-viral
SRR20766474.16712.1,Non-viral
SRR20766474.16719.1,Non-viral
SRR20766474.16721.1,Non-viral
SRR20766474.16727.1,Non-viral
SRR20766474.16728.1,Non-viral
SRR20766474.16732.1,Non-viral
SRR20766474.16739.1,Non-viral
SRR20766474.16751.1,Non-viral
SRR20766474.16754.1,Non-viral
SRR20766474.16755.1,Non-viral
SRR20766474.16756.1,Non-viral
SRR20766474.16760.1,Non-viral
SRR20766474.16761.1,Non-viral
SRR20766474.16765.1,Non-viral
SRR20766474.16766.1,Non-viral
SRR20766474.16779.1,Non-viral
SRR20766474.16780.1,Non-viral
SRR20766474.16782.1,Non-viral
SRR20766474.16783.1,Non-viral
SRR20766474.16787.1,Non-viral
SRR20766474.16788.1,Non-viral
SRR20766474.16794.1,Non-viral
SRR20766474.16799.1,Non-viral
SRR25317595.419.1,Viral
SRR25317595.542.1,Viral
SRR25317595.616.1,Viral
SRR25317595.650.1,Viral
SRR25317595.1058.1,Viral
SRR25317595.1097.1,Viral
SRR25317595.1212.1,Viral
SRR25317595.1228.1,Viral
SRR25317595.1498.1,Viral
SRR25317595.2040.1,Viral
SRR25317595.2054.1,Viral
SRR25317595.2158.1,Viral
SRR25317595.2640.1,Viral
SRR25317595.2697.1,Viral
SRR25317595.2817.1,Viral
SRR25317595.2999.1,Viral
SRR25317595.3101.1,Viral
SRR25317595.3137.1,Viral
SRR25317595.3193.1,Viral
SRR25317595.3249.1,Viral
SRR25317595.3305.1,Viral
SRR25317595.3838.1,Viral
SRR25317595.3870.1,Viral
SRR25317595.3873.1,Viral
SRR25317595.3918.1,Viral
SRR25317595.3944.1,Viral
SRR25317595.4117.1,Viral
SRR25317595.4318.1,Viral
SRR25317595.4329.1,Viral
SRR25317595.4914.1,Viral
SRR25317595.5157.1,Viral
SRR25317595.5421.1,Viral
SRR25317595.5510.1,Viral
SRR25317595.5551.1,Viral
SRR25317595.5616.1,Viral
SRR25317595.5617.1,Viral
SRR25317595.5681.1,Viral
SRR25317595.5925.1,Viral
SRR25317595.5960.1,Viral
SRR25317595.6015.1,Viral
SRR25317595.6109.1,Viral
SRR25317595.6271.1,Viral
SRR25317595.6326.1,Viral
SRR25317595.6386.1,Viral
SRR25317595.6613.1,Viral
SRR25317595.6642.1,Viral
SRR25317595.6685.1,Viral
SRR25317595.6726.1,Viral
SRR25317595.6805.1,Viral
SRR25317595.7116.1,Viral
SRR25317595.7251.1,Viral
SRR25317595.7310.1,Viral
SRR25317595.7342.1,Viral
SRR25317595.7467.1,Viral
SRR25317595.7709.1,Viral
SRR25317595.7860.1,Viral
SRR25317595.7978.1,Viral
SRR25317595.8004.1,Viral
SRR25317595.8095.1,Viral
SRR25317595.8110.1,Viral
SRR25317595.8133.1,Viral
SRR25317595.8198.1,Viral
SRR25317595.8720.1,Viral
SRR25317595.8723.1,Viral
SRR25317595.8743.1,Viral
SRR25317595.8887.1,Viral
SRR25317595.9235.1,Viral
SRR25317595.9298.1,Viral
SRR25317595.9480.1,Viral
SRR25317595.10172.1,Viral
SRR25317595.10177.1,Viral
SRR25317595.10206.1,Viral
SRR25317595.10358.1,Viral
SRR25317595.10458.1,Viral
SRR25317595.10689.1,Viral
SRR25317595.10906.1,Viral
SRR25317595.11079.1,Viral
SRR25317595.11245.1,Viral
SRR25317595.11314.1,Viral
SRR25317595.11514.1,Viral
SRR25317595.11666.1,Viral
SRR25317595.11737.1,Viral
SRR25317595.11848.1,Viral
SRR25317595.11911.1,Viral
SRR25317595.11969.1,Viral
SRR25317595.12108.1,Viral
SRR25317595.12135.1,Viral
SRR25317595.12172.1,Viral
SRR25317595.12200.1,Viral
SRR25317595.12301.1,Viral
SRR25317595.12844.1,Viral
SRR25317595.12904.1,Viral
SRR25317595.13336.1,Viral
SRR25317595.13682.1,Viral
SRR25317595.13827.1,Viral
SRR25317595.13860.1,Viral
SRR25317595.14827.1,Viral
SRR25317595.14948.1,Viral
SRR25317595.15152.1,Viral
SRR25317595.15171.1,Viral
SRR25317595.15447.1,Viral
SRR25317595.15720.1,Viral
SRR25317595.15748.1,Viral
SRR25317595.15791.1,Viral
SRR25317595.16058.1,Viral
SRR25317595.16108.1,Viral
SRR25317595.16293.1,Viral
SRR25317595.16353.1,Viral
SRR25317595.16390.1,Viral
SRR25317595.16530.1,Viral
SRR25317595.16647.1,Viral
SRR25317595.16652.1,Viral
SRR25317595.17043.1,Viral
SRR25317595.17304.1,Viral
SRR25317595.17444.1,Viral
SRR25317595.17526.1,Viral
SRR25317595.17578.1,Viral
SRR25317595.17673.1,Viral
SRR25317595.17677.1,Viral
SRR25317595.18054.1,Viral
SRR25317595.18186.1,Viral
SRR25317595.18606.1,Viral
SRR25317595.18622.1,Viral
SRR25317595.18654.1,Viral
SRR25317595.18668.1,Viral
SRR25317595.19054.1,Viral
SRR25317595.19222.1,Viral
SRR25317595.19242.1,Viral
SRR25317595.19677.1,Viral
SRR25317595.19782.1,Viral
SRR25317595.20095.1,Viral
SRR25317595.20201.1,Viral
SRR25317595.20408.1,Viral
SRR25317595.20758.1,Viral
SRR25317595.21120.1,Viral
SRR25317595.21146.1,Viral
SRR25317595.21248.1,Viral
SRR25317595.21358.1,Viral
SRR25317595.21966.1,Viral
SRR25317595.21991.1,Viral
SRR25317595.22042.1,Viral
SRR25317595.22178.1,Viral
SRR25317595.22367.1,Viral
SRR25317595.22569.1,Viral
SRR25317595.23277.1,Viral
SRR25317595.23660.1,Viral
SRR25317595.23958.1,Viral
SRR25317595.23971.1,Viral
SRR25317595.23991.1,Viral
SRR25317595.24002.1,Viral
SRR25317595.24041.1,Viral
SRR25317595.24168.1,Viral
SRR25317595.24262.1,Viral
SRR25317595.24436.1,Viral
SRR25317595.24493.1,Viral
SRR25317595.24695.1,Viral
SRR25317595.24924.1,Viral
SRR25317595.24937.1,Viral
SRR25317595.24983.1,Viral
SRR25317595.25047.1,Viral
SRR25317595.25170.1,Viral
SRR25317595.25188.1,Viral
SRR25317595.25226.1,Viral
SRR25317595.25266.1,Viral
SRR25317595.25421.1,Viral
SRR25317595.25564.1,Viral
SRR25317595.25863.1,Viral
SRR25317595.26256.1,Viral
SRR25317595.26457.1,Viral
SRR25317595.26510.1,Viral
SRR25317595.26795.1,Viral
SRR25317595.26848.1,Viral
SRR25317595.26921.1,Viral
SRR25317595.27221.1,Viral
SRR25317595.27312.1,Viral
SRR25317595.27404.1,Viral
SRR25317595.27505.1,Viral
SRR25317595.27543.1,Viral
SRR25317595.28074.1,Viral
SRR25317595.28324.1,Viral
SRR25317595.28354.1,Viral
SRR25317595.28374.1,Viral
SRR25317595.28545.1,Viral
SRR25317595.28564.1,Viral
SRR25317595.28698.1,Viral
SRR25317595.28756.1,Viral
SRR25317595.28779.1,Viral
SRR25317595.28982.1,Viral
SRR25317595.29207.1,Viral
SRR25317595.29324.1,Viral
SRR25317595.29403.1,Viral
SRR25317595.29449.1,Viral
SRR25317595.30039.1,Viral
SRR25317595.30463.1,Viral
SRR25317595.30539.1,Viral
SRR25317595.30555.1,Viral
SRR25317595.30637.1,Viral
SRR25317595.30649.1,Viral
SRR25317595.30681.1,Viral
SRR25317595.30733.1,Viral
SRR25317595.30957.1,Viral
SRR25317595.31094.1,Viral
SRR25317595.31106.1,Viral
SRR25317595.31343.1,Viral
SRR25317595.31403.1,Viral
SRR25317595.31450.1,Viral
SRR25317595.31680.1,Viral
SRR25317595.31753.1,Viral
SRR25317595.31841.1,Viral
SRR25317595.31961.1,Viral
SRR25317595.32252.1,Viral
SRR25317595.32283.1,Viral
SRR25317595.32303.1,Viral
SRR25317595.32351.1,Viral
SRR25317595.32540.1,Viral
SRR25317595.32662.1,Viral
SRR25317595.32727.1,Viral
SRR25317595.32860.1,Viral
SRR25317595.33007.1,Viral
SRR25317595.33264.1,Viral
SRR25317595.33352.1,Viral
SRR25317595.33421.1,Viral
SRR25317595.33426.1,Viral
SRR25317595.33458.1,Viral
SRR25317595.33539.1,Viral
SRR25317595.33561.1,Viral
SRR25317595.33715.1,Viral
SRR25317595.34050.1,Viral
SRR25317595.34127.1,Viral
SRR25317595.34212.1,Viral
SRR25317595.34509.1,Viral
SRR25317595.34559.1,Viral
SRR25317595.34713.1,Viral
SRR25317595.34985.1,Viral
SRR25317595.35297.1,Viral
SRR25317595.35645.1,Viral
SRR25317595.35757.1,Viral
SRR25317595.36136.1,Viral
SRR25317595.36376.1,Viral
SRR25317595.36855.1,Viral
SRR25317595.36864.1,Viral
SRR25317595.36953.1,Viral
SRR25317595.37287.1,Viral
SRR25317595.37319.1,Viral
SRR25317595.37441.1,Viral
SRR25317595.37611.1,Viral
SRR25317595.37766.1,Viral
SRR25317595.37861.1,Viral
SRR25317595.38177.1,Viral
SRR25317595.38341.1,Viral
SRR25317595.38552.1,Viral
SRR25317595.38756.1,Viral
SRR25317595.38782.1,Viral
SRR25317595.38924.1,Viral
SRR25317595.39083.1,Viral
SRR25317595.39121.1,Viral
SRR25317595.39208.1,Viral
SRR25317595.39304.1,Viral
SRR25317595.39337.1,Viral
SRR25317595.39430.1,Viral
SRR25317595.39510.1,Viral
SRR25317595.39772.1,Viral
SRR25317595.40034.1,Viral
SRR25317595.40244.1,Viral
SRR25317595.40290.1,Viral
SRR25317595.40455.1,Viral
SRR25317595.40496.1,Viral
SRR25317595.40618.1,Viral
SRR25317595.40655.1,Viral
SRR25317595.40719.1,Viral
SRR25317595.40729.1,Viral
SRR25317595.40857.1,Viral
SRR25317595.40949.1,Viral
SRR25317595.40976.1,Viral
SRR25317595.41067.1,Viral
SRR25317595.41125.1,Viral
SRR25317595.41383.1,Viral
SRR25317595.41583.1,Viral
SRR25317595.41651.1,Viral
SRR25317595.41901.1,Viral
SRR25317595.41952.1,Viral
SRR25317595.42011.1,Viral
SRR25317595.42072.1,Viral
SRR25317595.42247.1,Viral
SRR25317595.42368.1,Viral
SRR25317595.42670.1,Viral
SRR25317595.42731.1,Viral
SRR25317595.42862.1,Viral
SRR25317595.42903.1,Viral
SRR25317595.42922.1,Viral
SRR25317595.43581.1,Viral
SRR25317595.43722.1,Viral
SRR25317595.43751.1,Viral
SRR25317595.43756.1,Viral
SRR25317595.43978.1,Viral
SRR25317595.44004.1,Viral
SRR25317595.44027.1,Viral
SRR25317595.44211.1,Viral
SRR25317595.44303.1,Viral
SRR25317595.44329.1,Viral
SRR25317595.44344.1,Viral
SRR25317595.44359.1,Viral
SRR25317595.44393.1,Viral
SRR25317595.44417.1,Viral
SRR25317595.44666.1,Viral
SRR25317595.44682.1,Viral
SRR25317595.45078.1,Viral
SRR25317595.45090.1,Viral
SRR25317595.45340.1,Viral
SRR25317595.45485.1,Viral
SRR25317595.45494.1,Viral
SRR25317595.45741.1,Viral
SRR25317595.45879.1,Viral
SRR25317595.45902.1,Viral
SRR25317595.45903.1,Viral
SRR25317595.45953.1,Viral
SRR25317595.45956.1,Viral
SRR25317595.46427.1,Viral
SRR25317595.46482.1,Viral
SRR25317595.46498.1,Viral
SRR25317595.46500.1,Viral
SRR25317595.46580.1,Viral
SRR25317595.46808.1,Viral
SRR25317595.47165.1,Viral
SRR25317595.47374.1,Viral
SRR25317595.47747.1,Viral
SRR25317595.47779.1,Viral
SRR25317595.47845.1,Viral
SRR25317595.47954.1,Viral
SRR25317595.48203.1,Viral
SRR25317595.48665.1,Viral
SRR25317595.48802.1,Viral
SRR25317595.48906.1,Viral
SRR25317595.49063.1,Viral
SRR25317595.49350.1,Viral
SRR25317595.49391.1,Viral
SRR25317595.49579.1,Viral
SRR25317595.49624.1,Viral
SRR25317595.49760.1,Viral
SRR25317595.50047.1,Viral
SRR25317595.50087.1,Viral
SRR25317595.50166.1,Viral
SRR25317595.50510.1,Viral
SRR25317595.50633.1,Viral
SRR25317595.51201.1,Viral
SRR25317595.51376.1,Viral
SRR25317595.51582.1,Viral
SRR25317595.51752.1,Viral
SRR25317595.51802.1,Viral
SRR25317595.52003.1,Viral
SRR25317595.52092.1,Viral
SRR25317595.52240.1,Viral
SRR25317595.52271.1,Viral
SRR25317595.52577.1,Viral
SRR25317595.52732.1,Viral
SRR25317595.52965.1,Viral
SRR25317595.53125.1,Viral
SRR25317595.53211.1,Viral
SRR25317595.53372.1,Viral
SRR25317595.53405.1,Viral
SRR25317595.53520.1,Viral
SRR25317595.53716.1,Viral
SRR25317595.53726.1,Viral
SRR25317595.53838.1,Viral
SRR25317595.54091.1,Viral
SRR25317595.54245.1,Viral
SRR25317595.54425.1,Viral
SRR25317595.54713.1,Viral
SRR25317595.55497.1,Viral
SRR25317595.55931.1,Viral
SRR25317595.55960.1,Viral
SRR25317595.56258.1,Viral
SRR25317595.56342.1,Viral
SRR25317595.56351.1,Viral
SRR25317595.56395.1,Viral
SRR25317595.57007.1,Viral
SRR25317595.57500.1,Viral
SRR25317595.57581.1,Viral
SRR25317595.57582.1,Viral
SRR25317595.57951.1,Viral
SRR25317595.58379.1,Viral
SRR25317595.58398.1,Viral
SRR25317595.58415.1,Viral
SRR25317595.58519.1,Viral
SRR25317595.59124.1,Viral
SRR25317595.59309.1,Viral
SRR25317595.59388.1,Viral
SRR25317595.59910.1,Viral
SRR25317595.60341.1,Viral
SRR25317595.60473.1,Viral
SRR25317595.60600.1,Viral
SRR25317595.60960.1,Viral
SRR25317595.61079.1,Viral
SRR25317595.61096.1,Viral
SRR25317595.61167.1,Viral
SRR25317595.61274.1,Viral
SRR25317595.61328.1,Viral
SRR25317595.61436.1,Viral
SRR25317595.61441.1,Viral
SRR25317595.61456.1,Viral
SRR25317595.61762.1,Viral
SRR25317595.61813.1,Viral
SRR25317595.62000.1,Viral
SRR25317595.62175.1,Viral
SRR25317595.62343.1,Viral
SRR25317595.62489.1,Viral
SRR25317595.62663.1,Viral
SRR25317595.62778.1,Viral
SRR25317595.63104.1,Viral
SRR25317595.63257.1,Viral
SRR25317595.63369.1,Viral
SRR25317595.63373.1,Viral
SRR25317595.63637.1,Viral
SRR25317595.63810.1,Viral
SRR25317595.63918.1,Viral
SRR25317595.64178.1,Viral
SRR25317595.64265.1,Viral
SRR25317595.64300.1,Viral
SRR25317595.64647.1,Viral
SRR25317595.64801.1,Viral
SRR25317595.64816.1,Viral
SRR25317595.64992.1,Viral
SRR25317595.65122.1,Viral
SRR25317595.65258.1,Viral
SRR25317595.65316.1,Viral
SRR25317595.65534.1,Viral
SRR25317595.65589.1,Viral
SRR25317595.65793.1,Viral
SRR25317595.65805.1,Viral
SRR25317595.65830.1,Viral
SRR25317595.65977.1,Viral
SRR25317595.66007.1,Viral
SRR25317595.66147.1,Viral
SRR25317595.66534.1,Viral
SRR25317595.66620.1,Viral
SRR25317595.66917.1,Viral
